Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
29,Kyler Murray\MurrKy00,ARI,23,qb,8,8,76,543,34,463,6.1,80,1.1,4,19
30,Malcolm Brown\BrowMa03,LAR,27,,8,0,75,314,21,200,2.7,114,1.5,7,10.7
31,Gus Edwards\EdwaGu00,BAL,25,rb,8,2,75,328,21,153,2,175,2.3,3,25
32,Miles Sanders\SandMi01,PHI,23,rb,5,5,71,434,20,301,4.2,133,1.9,4,17.8
33,Alexander Mattison\MattAl01,MIN,22,rb,8,1,69,322,16,159,2.3,163,2.4,4,17.3
34,Cam Newton\NewtCa00,NWE,31,qb,7,7,69,314,30,236,3.4,78,1.1,2,34.5
35,Jamaal Williams\WillJa06,GNB,25,rb,7,3,68,294,15,157,2.3,137,2,3,22.7
36,Chris Carson\CarsCh00,SEA,26,rb,6,6,66,323,20,164,2.5,159,2.4,5,13.2
37,Josh Allen\AlleJo02,BUF,24,qb,9,9,65,241,25,136,2.1,105,1.6,4,16.3
38,Damien Harris\HarrDa06,NWE,23,rb,5,5,63,350,13,230,3.7,120,1.9,6,10.5
39,Jordan Wilkins\WilkJo01,IND,26,,8,0,60,222,13,91,1.5,131,2.2,7,8.6
40,Christian McCaffrey\McCaCh01,CAR,24,rb,3,3,59,225,14,97,1.6,128,2.2,9,6.6
41,Jerick McKinnon\McKiJe00,SFO,28,rb,9,3,59,261,15,159,2.7,102,1.7,3,19.7
42,Rex Burkhead\BurkRe00,NWE,30,,8,0,57,236,16,155,2.7,81,1.4,5,11.4
43,Nick Chubb\ChubNi00,CLE,25,rb,4,4,57,335,16,141,2.5,194,3.4,7,8.1
44,Brian Hill\HillBr02,ATL,25,,9,0,56,243,13,134,2.4,109,1.9,3,18.7
45,Chase Edmonds\EdmoCh00,ARI,24,rb,8,2,54,246,12,167,3.1,79,1.5,3,18
46,Devonta Freeman\FreeDe00,NYG,28,rb,5,4,54,172,9,104,1.9,68,1.3,2,27
47,D'Andre Swift\SwifDA00,DET,21,,8,0,54,250,14,166,3.1,84,1.6,4,13.5
48,Phillip Lindsay\LindPh00,DEN,26,rb,5,4,53,310,8,191,3.6,119,2.2,2,26.5
49,J.K. Dobbins\DobbJK00,BAL,22,,8,0,52,297,14,161,3.1,136,2.6,3,17.3
50,Zack Moss\MossZa00,BUF,23,,6,0,52,204,14,99,1.9,105,2,8,6.5
51,Leonard Fournette\FourLe00,TAM,25,,7,0,51,225,8,118,2.3,107,2.1,0,
52,Wayne Gallman\GallWa00,NYG,26,rb,8,3,51,222,16,80,1.6,142,2.8,0,
53,Raheem Mostert\MostRa00,SFO,28,rb,4,4,51,303,9,229,4.5,74,1.5,1,51
54,Mark Ingram\IngrMa01,BAL,31,rb,6,6,50,225,10,145,2.9,80,1.6,5,10
55,Austin Ekeler\EkelAu00,LAC,25,rb,4,4,49,248,14,123,2.5,125,2.6,8,6.1
56,Boston Scott\ScotBo02,PHI,25,rb,8,3,48,183,9,87,1.8,96,2,9,5.3
57,La'Mical Perine\PeriLa00,NYJ,22,,8,0,47,169,13,88,1.9,81,1.7,2,23.5
58,Tony Pollard\PollTo00,DAL,23,rb,9,1,47,206,15,90,1.9,116,2.5,1,47
59,Benny Snell Jr.\SnelBe00,PIT,22,,8,0,47,168,10,88,1.9,80,1.7,4,11.8
60,Justin Jackson\JackJu01,LAC,25,rb,6,4,45,185,9,126,2.8,59,1.3,1,45
61,Giovani Bernard\BernGi00,CIN,29,rb,8,2,40,143,9,69,1.7,74,1.9,3,13.3
62,Daniel Jones\JoneDa05,NYG,23,qb,9,9,40,320,12,287,7.2,33,0.8,0,
63,Deshaun Watson\WatsDe00,HOU,25,qb,8,8,40,197,13,140,3.5,57,1.4,3,13.3
64,Carson Wentz\WentCa00,PHI,28,qb,8,8,39,202,20,113,2.9,89,2.3,4,9.8
65,Peyton Barber\BarbPe01,WAS,26,rb,8,1,38,81,8,44,1.2,37,1,0,
66,Jeff Wilson\WilsJe01,SFO,25,rb,6,1,38,163,10,93,2.4,70,1.8,3,12.7
67,Matt Breida\BreiMa00,MIA,25,,7,0,37,128,4,63,1.7,65,1.8,0,
68,Russell Wilson\WilsRu00,SEA,32,qb,8,8,37,265,15,251,6.8,14,0.4,0,
69,Jamycal Hasty\HastJa02,SFO,24,,7,0,36,135,6,99,2.8,36,1,0,
70,Cam Akers\AkerCa00,LAR,21,rb,6,2,35,148,5,41,1.2,107,3.1,3,11.7
71,Le'Veon Bell\BellLe00,2TM,28,,5,2,35,128,6,58,1.7,70,2,5,7
72,Joe Burrow\BurrJo01,CIN,24,qb,8,8,35,130,13,107,3.1,23,0.7,3,11.7
73,Patrick Mahomes\MahoPa00,KAN,25,qb,9,9,35,171,10,126,3.6,45,1.3,2,17.5
74,J.D. McKissic\McKiJ.00,WAS,27,rb,8,3,35,168,10,87,2.5,81,2.3,5,7
75,Duke Johnson\JohnDu00,HOU,27,,6,0,34,95,4,26,0.8,69,2,1,34
76,Devontae Booker\BookDe00,LVR,28,,8,0,33,223,10,124,3.8,99,3,2,16.5
77,Justin Herbert\HerbJu00,LAC,22,qb,7,7,33,166,13,126,3.8,40,1.2,1,33
78,Nyheim Hines\HineNy00,IND,24,,8,0,33,107,5,70,2.1,37,1.1,2,16.5
79,Teddy Bridgewater\BridTe00,CAR,28,qb,9,9,32,180,9,134,4.2,46,1.4,3,10.7
80,Carlos Hyde\HydeCa00,SEA,30,,4,0,31,125,10,100,3.2,25,0.8,0,
81,D'Ernest Johnson\JohnDE04,CLE,24,,8,0,29,142,6,81,2.8,61,2.1,2,14.5
82,Kerryon Johnson\JohnKe06,DET,23,rb,8,2,29,109,6,76,2.6,33,1.1,2,14.5
83,Cordarrelle Patterson\PattCo00,CHI,29,wr,9,2,29,88,5,43,1.5,45,1.6,2,14.5
84,Jordan Howard\HowaJo00,MIA,26,rb,5,3,28,33,6,8,0.3,25,0.9,1,28
85,DeeJay Dallas\DallDe00,SEA,22,rb,6,2,27,80,6,44,1.6,36,1.3,0,
86,Taysom Hill\HillTa00,NOR,30,qb,8,3,26,141,9,97,3.7,44,1.7,0,
87,Sony Michel\MichSo00,NWE,25,rb,3,3,26,173,7,48,1.8,125,4.8,3,8.7
88,Ryan Fitzpatrick\FitzRy00,MIA,38,qb,6,6,25,135,11,119,4.8,16,0.6,0,
89,Travis Homer\HomeTr00,SEA,22,,8,0,25,88,2,56,2.2,32,1.3,2,12.5
90,Gardner Minshew II\MinsGa00,JAX,24,qb,7,7,25,122,7,118,4.7,4,0.2,0,
91,Jared Goff\GoffJa00,LAR,26,qb,8,8,24,40,6,37,1.5,3,0.1,0,
92,Derek Carr\CarrDe02,LVR,29,qb,8,8,23,108,10,100,4.3,8,0.3,1,23
93,AJ Dillon\DillAJ00,GNB,22,,7,0,23,97,3,54,2.3,43,1.9,2,11.5
94,Jeremy McNichols\McNiJe00,TEN,25,,8,0,23,147,6,75,3.3,72,3.1,4,5.8
95,Matt Ryan\RyanMa00,ATL,35,qb,9,9,22,68,5,59,2.7,9,0.4,0,
96,Curtis Samuel\SamuCu00,CAR,24,wr,8,4,22,104,5,36,1.6,68,3.1,2,11
97,Ryan Tannehill\TannRy00,TEN,32,qb,8,8,22,105,10,92,4.2,13,0.6,0,
98,Tevin Coleman\ColeTe01,SFO,27,rb,3,1,21,50,3,10,0.5,40,1.9,3,7
99,Royce Freeman\FreeRo00,DEN,24,,8,0,20,68,6,35,1.8,33,1.7,1,20
100,Drew Lock\LockDr00,DEN,24,qb,6,6,20,58,5,57,2.9,1,0.1,0,
101,Darrel Williams\WillDa10,KAN,25,,9,0,20,80,7,51,2.6,29,1.5,0,
102,Saquon Barkley\BarkSa00,NYG,23,rb,2,2,19,34,1,-1,-0.1,35,1.8,1,19
103,Dion Lewis\LewiDi00,NYG,30,,9,0,19,59,4,34,1.8,25,1.3,0,
104,Baker Mayfield\MayfBa00,CLE,25,qb,8,8,19,65,5,62,3.3,3,0.2,0,
105,Kalen Ballage\BallKa00,2TM,25,,4,0,18,82,5,47,2.6,35,1.9,0,
106,Corey Clement\ClemCo00,PHI,26,,8,0,18,63,2,36,2,27,1.5,0,
107,Sam Darnold\DarnSa00,NYJ,23,qb,6,6,18,138,5,72,4,66,3.7,1,18
108,Dak Prescott\PresDa01,DAL,27,qb,5,5,18,93,8,65,3.6,28,1.6,2,9
109,Ben Roethlisberger\RoetBe00,PIT,38,qb,8,8,18,14,3,9,0.5,5,0.3,0,
110,Tom Brady\BradTo00,TAM,43,qb,9,9,17,6,4,0,0,6,0.4,1,17
111,Anthony McFarland Jr.\McFaAn00,PIT,21,,6,0,17,64,2,53,3.1,11,0.6,0,
112,Alfred Morris\MorrAl00,NYG,32,,2,0,17,95,6,28,1.6,67,3.9,1,17
113,Matthew Stafford\StafMa00,DET,32,qb,8,8,17,77,6,73,4.3,4,0.2,0,
114,J.J. Taylor\TaylJJ01,NWE,22,,3,0,16,70,4,37,2.3,33,2.1,0,
115,James White\WhitJa02,NWE,28,,6,0,16,51,3,31,1.9,20,1.3,0,
116,Robert Woods\WoodRo02,LAR,28,wr,8,8,16,108,7,79,4.9,29,1.8,0,
117,Drew Brees\BreeDr00,NOR,41,qb,8,8,14,2,4,-2,-0.1,4,0.3,0,
118,Tarik Cohen\CoheTa00,CHI,25,,3,0,14,74,3,52,3.7,22,1.6,1,14
119,Jalen Richard\RichJa01,LVR,27,,8,0,14,83,5,46,3.3,37,2.6,1,14
120,Nick Foles\FoleNi00,CHI,31,qb,7,6,13,1,2,-2,-0.2,3,0.2,0,
121,Dwayne Haskins\HaskDw00,WAS,23,qb,4,4,13,30,3,27,2.1,3,0.2,0,
122,Darwin Thompson\ThomDa06,KAN,24,,8,0,13,52,4,32,2.5,20,1.5,0,
123,Reggie Bonnafon\BonnRe00,CAR,24,,2,0,12,69,4,49,4.1,20,1.7,0,
124,Tyler Ervin\ErviTy00,GNB,27,,6,0,12,67,4,48,4,19,1.6,1,12
125,Samaje Perine\PeriSa00,CIN,25,,8,0,12,35,3,16,1.3,19,1.6,0,
126,Philip Rivers\RivePh00,IND,39,qb,8,8,12,-2,0,-4,-0.3,2,0.2,0,
127,Ito Smith\SmitIt00,ATL,25,,7,0,12,41,0,29,2.4,12,1,0,
128,Kirk Cousins\CousKi00,MIN,32,qb,8,8,11,55,6,51,4.6,4,0.4,0,
129,Troymaine Pope\PopeTr00,LAC,27,,3,0,11,73,3,49,4.5,24,2.2,0,
130,Aaron Rodgers\RodgAa00,GNB,37,qb,8,8,11,61,5,61,5.5,0,0,0,
131,Laviska Shenault Jr.\ShenLa00,JAX,22,wr,8,7,11,54,4,30,2.7,24,2.2,0,
132,D'Onta Foreman\ForeDO00,TEN,24,,2,0,10,48,2,26,2.6,22,2.2,1,10
133,Jimmy Garoppolo\GaroJi00,SFO,29,qb,6,6,10,25,3,19,1.9,6,0.6,1,10
134,T.J. Yeldon\YeldT.00,BUF,27,,3,0,10,70,5,36,3.6,34,3.4,0,
135,Dontrell Hilliard\HillDo00,CLE,25,,5,0,9,48,3,19,2.1,29,3.2,1,9
136,Jalen Hurts\HurtJa00,PHI,22,,7,0,9,51,3,39,4.3,12,1.3,1,9
137,Tua Tagovailoa\TagoTu00,MIA,22,qb,3,2,9,35,3,12,1.3,23,2.6,0,
138,Mitchell Trubisky\TrubMi00,CHI,26,qb,4,3,9,90,3,62,6.9,28,3.1,1,9
139,Tim Boyle\BoylTi00,GNB,26,,6,0,8,-6,,-6,-0.8,0,0,0,
140,Tyreek Hill\HillTy00,KAN,26,wr,9,9,8,62,2,54,6.8,8,1,0,
141,Ke'Shawn Vaughn\VaugKe00,TAM,23,,6,0,8,46,2,20,2.5,26,3.3,1,8
142,Salvon Ahmed\AhmeSa01,MIA,22,,1,0,7,38,3,33,4.7,5,0.7,1,7
143,Kyle Allen\AlleKy00,WAS,24,qb,4,4,7,26,3,13,1.9,13,1.9,2,3.5
144,Chase Claypool\ClayCh01,PIT,22,wr,8,2,7,25,4,21,3,4,0.6,0,
145,Kyle Juszczyk\JuszKy00,SFO,29,fb,9,8,7,36,7,20,2.9,16,2.3,0,
146,Nick Mullens\MullNi00,SFO,25,qb,5,3,7,-2,1,-3,-0.4,1,0.1,0,
147,Chris Thompson\ThomCh03,JAX,30,,7,0,7,20,1,10,1.4,10,1.4,0,
148,Trenton Cannon\CannTr00,CAR,26,,7,0,6,18,1,3,0.5,15,2.5,1,6
149,Andy Dalton\DaltAn00,DAL,33,qb,4,2,6,20,1,16,2.7,4,0.7,0,
150,Ben DiNucci\DiNuBe00,DAL,24,qb,3,1,6,22,2,22,3.7,0,0,0,
151,Jeff Driskel\DrisJe00,DEN,27,qb,3,1,6,28,3,18,3,10,1.7,0,
152,Ty Johnson\JohnTy02,2TM,23,,6,0,6,57,2,39,6.5,18,3,0,
153,LeSean McCoy\McCoLe01,TAM,32,,5,0,6,-1,0,-3,-0.5,2,0.3,0,
154,Deebo Samuel\SamuDe00,SFO,24,wr,4,3,6,14,1,8,1.3,6,1,0,
155,Tyrod Taylor\TaylTy00,LAC,31,qb,2,1,6,7,1,6,1,1,0.2,0,
156,Alex Armah\ArmaAl00,CAR,26,fb,9,1,5,6,4,2,0.4,4,0.8,0,
157,Michael Burton\BurtMi00,NOR,28,fb,8,4,5,8,4,5,1,3,0.6,0,
158,Evan Engram\EngrEv00,NYG,26,te,9,7,5,21,1,17,3.4,4,0.8,0,
159,Darrynton Evans\EvanDa02,TEN,22,,2,0,5,21,,13,2.6,8,1.6,0,
160,Joe Flacco\FlacJo00,NYJ,35,qb,4,3,5,20,3,19,3.8,1,0.2,0,
161,Robert Griffin III\GrifRo01,BAL,30,,3,0,5,1,0,-1,-0.2,2,0.4,0,
162,Deonte Harris\HarrDe07,NOR,23,wr,7,2,5,28,1,13,2.6,15,3,1,5
163,Chad Henne\HennCh01,KAN,35,,2,0,5,-2,1,-2,-0.4,0,0,0,
164,Tee Higgins\HiggTe00,CIN,21,wr,8,6,5,28,1,22,4.4,6,1.2,0,
165,CeeDee Lamb\LambCe00,DAL,21,wr,9,7,5,33,1,27,5.4,6,1.2,0,
166,Isaiah McKenzie\McKeIs00,BUF,25,wr,9,4,5,5,1,1,0.2,4,0.8,0,
167,Joe Reed\ReedJo03,LAC,22,,6,0,5,29,1,12,2.4,17,3.4,2,2.5
168,Henry Ruggs III\RuggHe00,LVR,21,wr,6,6,5,32,2,24,4.8,8,1.6,0,
169,Brett Rypien\RypiBr00,DEN,24,qb,3,1,5,-5,0,-5,-1,0,0,0,
170,Dwayne Washington\WashDw00,NOR,26,,6,0,5,9,,6,1.2,3,0.6,0,
171,Brandon Aiyuk\AiyuBr00,SFO,22,wr,7,7,4,69,2,32,8,37,9.3,1,4
172,Lynn Bowden Jr.\BowdLy00,MIA,23,rb,4,1,4,9,1,6,1.5,3,0.8,0,
173,Tyler Boyd\BoydTy00,CIN,26,wr,8,5,4,38,1,37,9.3,1,0.3,0,
174,Blaine Gabbert\GabbBl00,TAM,31,,2,0,4,1,,1,0.3,0,0,0,
175,KJ Hamler\HamlKJ00,DEN,21,wr,6,3,4,32,2,30,7.5,2,0.5,0,
176,Cooper Kupp\KuppCo00,LAR,27,wr,8,7,4,33,3,27,6.8,6,1.5,0,
177,Marlon Mack\MackMa00,IND,24,rb,1,1,4,26,2,14,3.5,12,3,0,
178,David Moore\MoorDa03,SEA,25,wr,8,3,4,44,4,31,7.8,13,3.3,0,
179,Gunner Olszewski\OlszGu00,NWE,24,wr,5,2,4,22,1,18,4.5,4,1,0,
180,Jarrett Stidham\StidJa00,NWE,24,,2,0,4,6,2,6,1.5,0,0,0,
181,Josh Adams\AdamJo03,NYJ,24,,2,0,3,8,2,2,0.7,6,2,0,
182,Jamal Agnew\AgneJa00,DET,25,,7,0,3,15,2,13,4.3,2,0.7,0,
183,Odell Beckham Jr.\BeckOd00,CLE,28,wr,7,7,3,72,2,18,6,54,18,0,
184,Mike Boone\BoonMi00,MIN,25,,8,0,3,18,,5,1.7,13,4.3,3,1
185,Amari Cooper\CoopAm00,DAL,26,wr,9,8,3,11,0,9,3,2,0.7,0,
186,Rico Dowdle\DowdRi01,DAL,22,,8,0,3,13,1,8,2.7,5,1.7,0,
187,Garrett Gilbert\GilbGa01,DAL,29,qb,1,1,3,28,2,13,4.3,15,5,1,3
188,C.J. Ham\HamxC.00,MIN,27,fb,8,5,3,8,1,4,1.3,4,1.3,0,
189,Jason Huntley\HuntJa01,PHI,22,,4,0,3,14,1,7,2.3,7,2.3,1,3
190,Tyron Johnson\JohnTy03,LAC,24,,4,0,3,17,0,10,3.3,7,2.3,0,
191,John Lovett\LoveJo02,GNB,24,,8,0,3,6,,3,1,3,1,0,
192,Scott Miller\MillSc01,TAM,23,wr,9,5,3,14,0,11,3.7,3,1,0,
193,Calvin Ridley\RidlCa00,ATL,26,wr,8,8,3,14,1,13,4.3,1,0.3,0,
194,Mason Rudolph\RudoMa00,PIT,25,,2,0,3,-3,,-3,-1,0,0,0,
195,Jaylen Samuels\SamuJa00,PIT,24,,8,0,3,8,0,5,1.7,3,1,0,
196,Keith Smith\SmitKe03,ATL,28,fb,9,3,3,4,3,2,0.7,2,0.7,0,
197,Adam Thielen\ThieAd00,MIN,30,wr,8,8,3,15,0,7,2.3,8,2.7,1,3
198,DeAndre Washington\WashDe00,KAN,27,,1,0,3,5,,3,1,2,0.7,0,
199,Jameis Winston\WinsJa00,NOR,26,,1,0,3,-3,0,-3,-1,0,0,0,
200,Isaiah Wright\WrigIs01,WAS,23,wr,6,2,3,16,0,12,4,4,1.3,0,
201,Ameer Abdullah\AbduAm00,MIN,27,,8,0,2,7,2,3,1.5,4,2,0,
202,Jacoby Brissett\BrisJa00,IND,28,,3,0,2,0,0,0,0,0,0,0,
203,Trey Burton\BurtTr01,IND,29,te,5,1,2,3,2,1,0.5,2,1,0,
204,Parris Campbell\CampPa00,IND,23,wr,2,2,2,16,2,14,7,2,1,0,
205,Jeremy Chinn\ChinJe00,CAR,22,fs,8,8,2,29,1,29,14.5,0,0,0,
206,Alex Collins\CollAl00,SEA,26,,1,0,2,5,,0,0,5,2.5,0,
207,Devin Duvernay\DuveDe00,BAL,23,,8,0,2,41,1,38,19,3,1.5,0,
208,Julian Edelman\EdelJu00,NWE,34,wr,6,1,2,22,1,22,11,0,0,0,
209,Jakeem Grant\GranJa00,MIA,28,wr,8,1,2,17,1,9,4.5,8,4,0,
210,Mecole Hardman\HardMe00,KAN,22,wr,9,6,2,16,1,15,7.5,1,0.5,0,
211,De'Michael Harris\HarrDe11,IND,22,,2,0,2,28,2,19,9.5,9,4.5,1,2
212,Myles Hartsfield\HartMy00,CAR,23,,9,0,2,2,,0,0,2,1,0,
213,Alec Ingold\IngoAl01,LVR,24,fb,8,2,2,2,1,0,0,2,1,0,
214,Andy Janovich\JanoAn00,CLE,27,fb,8,2,2,4,1,3,1.5,1,0.5,0,
215,Diontae Johnson\JohnDi01,PIT,24,wr,7,7,2,13,0,9,4.5,4,2,0,
216,George Kittle\KittGe00,SFO,27,te,6,6,2,17,1,4,2,13,6.5,0,
217,Jarvis Landry\LandJa00,CLE,28,wr,8,7,2,4,1,2,1,2,1,0,
218,Allen Lazard\LazaAl00,GNB,25,wr,3,3,2,17,1,13,6.5,4,2,0,
219,Ray-Ray McCloud\McClRa00,PIT,24,wr,8,1,2,63,1,40,20,23,11.5,0,
220,Elijhaa Penny\PennEl00,NYG,27,,9,0,2,5,2,1,0.5,4,2,0,
221,Senorise Perry\PerrSe00,TEN,29,,2,0,2,9,1,2,1,7,3.5,0,
222,Theo Riddick\RiddTh00,LVR,29,,1,0,2,13,1,6,3,7,3.5,0,
223,Sterling Shepard\ShepSt00,NYG,27,wr,5,5,2,24,1,19,9.5,5,2.5,0,
224,Anthony Sherman\SherAn00,KAN,32,,6,0,2,2,1,0,0,2,1,0,
225,Darius Slayton\SlayDa01,NYG,23,wr,9,8,2,-1,0,-3,-1.5,2,1,0,
226,Marquez Valdes-Scantling\ValdMa00,GNB,26,wr,8,6,2,13,1,9,4.5,4,2,0,
227,Greg Ward\WardGr02,PHI,25,wr,8,6,2,-4,0,-4,-2,0,0,0,
228,Dexter Williams\WillDe07,GNB,23,,2,0,2,8,,7,3.5,1,0.5,0,
229,Cedrick Wilson\WilsCe01,DAL,25,,9,0,2,-11,0,-11,-5.5,0,0,0,
230,Isaiah Zuber\ZubeIs00,NWE,23,,4,0,2,21,2,19,9.5,2,1,0,
231,Danny Amendola\AmenDa00,DET,35,wr,8,3,1,2,1,2,2,0,0,0,
232,Robby Anderson\AndeRo04,CAR,27,wr,9,9,1,3,0,1,1,2,2,0,
233,Cameron Batson\BatsCa00,TEN,25,wr,4,1,1,11,1,11,11,0,0,0,
234,Nick Bellore\BellNi01,SEA,31,,8,0,1,5,0,1,1,4,4,0,
235,Braxton Berrios\BerrBr00,NYJ,25,wr,9,2,1,13,1,10,10,3,3,0,
236,C.J. Board\BoarC.00,NYG,27,wr,7,4,1,3,0,3,3,0,0,0,
237,Marquise Brown\BrowMa04,BAL,23,wr,8,7,1,1,0,1,1,0,0,0,
238,Keelan Cole\ColeKe00,JAX,27,wr,8,1,1,2,0,0,0,2,2,0,
239,Chase Daniel\DaniCh00,DET,34,,1,0,1,5,0,5,5,0,0,0,
240,Gabriel Davis\DaviGa01,BUF,21,wr,9,5,1,0,0,0,0,0,0,0,
241,Ashton Dulin\DuliAs00,IND,23,,7,0,1,3,0,0,0,3,3,0,
242,Alex Erickson\EricAl01,CIN,28,,8,0,1,7,,3,3,4,4,0,
243,Gerald Everett\EverGe00,LAR,26,te,8,3,1,2,1,2,2,0,0,0,
244,Clayton Fejedelem\FejeCl00,MIA,27,,5,0,1,1,1,1,1,0,0,0,
245,D.J. Foster\FostD.01,ARI,27,,3,0,1,2,0,0,0,2,2,0,
246,Will Fuller\FullWi01,HOU,26,wr,8,8,1,0,0,0,0,0,0,0,
247,Russell Gage\GageRu00,ATL,24,wr,9,3,1,-2,0,-2,-2,0,0,0,
248,Antonio Gandy-Golden\GandAn00,WAS,22,wr,5,2,1,22,1,21,21,1,1,0,
249,Jamie Gillan\GillJa00,CLE,23,p,8,0,1,-2,,-2,-2,0,0,0,
250,Jalen Guyton\GuytJa01,LAC,23,wr,8,5,1,-4,0,-4,-4,0,0,0,
251,Marvin Hall\HallMa02,DET,27,wr,8,2,1,1,0,0,0,1,1,1,1
252,N'Keal Harry\HarrNK00,NWE,23,wr,6,6,1,2,0,1,1,1,1,0,
253,Jeff Heath\HeatJe00,LVR,29,ss,8,1,1,1,1,1,1,0,0,0,
254,Brian Hoyer\HoyeBr00,NWE,35,qb,1,1,1,8,1,2,2,6,6,1,1
255,Andy Isabella\IsabAn00,ARI,24,,8,0,1,-6,0,-6,-6,0,0,0,
256,DeSean Jackson\JackDe00,PHI,34,wr,4,4,1,12,1,8,8,4,4,0,
257,Van Jefferson\JeffVa00,LAR,24,,8,0,1,-1,0,-1,-1,0,0,0,
258,Chris Jones\JoneCh02,DAL,31,p,8,0,1,0,,0,0,0,0,0,
259,Adrian Killins\KillAd00,PHI,22,,1,0,1,-12,,-12,-12,0,0,0,
260,Christian Kirk\KirkCh01,ARI,24,wr,7,6,1,3,1,2,2,1,1,0,
261,Patrick Laird\LairPa00,MIA,25,,8,0,1,-1,0,-1,-1,0,0,0,
262,Jake Luton\LutoJa00,JAX,24,qb,1,1,1,13,1,0,0,13,13,0,
263,Josh Malone\MaloJo00,NYJ,24,,4,0,1,12,1,9,9,3,3,0,
264,Sam Martin\MartSa01,DEN,30,p,8,0,1,0,,0,0,0,0,0,
265,Terry McLaurin\McLaTe00,WAS,25,wr,8,8,1,3,1,1,1,2,2,0,
266,Jakobi Meyers\MeyeJa01,NWE,24,wr,6,2,1,2,0,2,2,0,0,0,
267,Anthony Miller\MillAn02,CHI,26,wr,9,2,1,9,1,9,9,0,0,0,
268,Barkevious Mingo\MingBa00,CHI,30,olb,9,3,1,11,1,11,11,0,0,0,
269,Ty Montgomery\MontTy01,NOR,27,,2,0,1,-4,0,-4,-4,0,0,0,
270,Darnell Mooney\MoonDa00,CHI,23,wr,9,3,1,-3,0,-3,-3,0,0,0,
271,Gabe Nabers\NabeGa00,LAC,23,rb,8,3,1,4,0,1,1,3,3,0,
272,Jojo Natson\NatsJo00,CLE,26,,3,0,1,3,,3,3,0,0,0,
273,Sharrod Neasman\NeasSh00,ATL,29,,9,0,1,2,,2,2,0,0,0,
274,Qadree Ollison\OlliQa00,ATL,24,,3,0,1,3,1,0,0,3,3,0,
